"Project_name","SiteID","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date"
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","HARDNESS (AS CACO3)",2019-09-17 12:30:00,"HARD","T",280,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","Iron",2019-09-17 12:30:00,"7439-89-6","T",216,"ug/l",13,"ug/l",100,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","Lead",2019-09-17 12:30:00,"7439-92-1","T",1.1,"ug/l",0.57,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","Magnesium",2019-09-17 12:30:00,"7439-95-4","T",19600,"ug/l",68,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","Nickel",2019-09-17 12:30:00,"7440-02-0","T",1.9,"ug/l",0.26,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","Nitrate+Nitrite as Nitrogen",2019-09-17 12:30:00,"NO3NO2N","T",0.267,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","Nitrogen",2019-09-17 12:30:00,"7727-37-9","T",0.27,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","Nitrogen, ammonia (As N)",2019-09-17 12:30:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","NITROGEN, KJELDAHL, TOTAL",2019-09-17 12:30:00,"KN","T",0.27,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","NITROGEN, NITRATE (AS N)",2019-09-17 12:30:00,"14797-55-8","T",0.267,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","NITROGEN, NITRITE",2019-09-17 12:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","Orthophosphate as Phosphorus, Dissolved",2019-09-17 12:30:00,"PDORTHO","D",0.0833,"mg/l",0.0049,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","PHOSPHORUS, TOTAL (AS P)",2019-09-17 12:30:00,"7723-14-0","T",0.125,"mg/l",0.018,"mg/l",0.025,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","Silver",2019-09-17 12:30:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","TOTAL ORGANIC CARBON",2019-09-17 12:30:00,"TOC","T",5.5,"mg/l",0.5,"mg/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","Total Suspended Solids",2019-09-17 12:30:00,"TSS","T",5.5,"mg/l",NA,"mg/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","TURBIDITY",2019-09-17 12:30:00,"TURB","T",4.06,"ntu",0.06,"ntu",0.1,"","R","Equipment Blank error",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-09172019-W","Zinc",2019-09-17 12:30:00,"7440-66-6","T",6.6,"ug/l",2.5,"ug/l",5,"","R","Precision error",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","ALKALINITY, TOTAL (AS CaCO3)",2019-10-10 00:00:00,"ALK","T",193,"mg/l",1.8,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","Aluminum",2019-10-10 00:00:00,"7429-90-5","T",85.9,"ug/l",2.3,"ug/l",10,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","Arsenic",2019-10-10 00:00:00,"7440-38-2","T",1,"ug/l",0.32,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","Cadmium",2019-10-10 00:00:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","Calcium",2019-10-10 00:00:00,"7440-70-2","T",75800,"ug/l",110,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","CHLORIDE (AS CL)",2019-10-10 00:00:00,"16887-00-6","T",182,"mg/l",1.3,"mg/l",6,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","Copper",2019-10-10 00:00:00,"7440-50-8","T",2.3,"ug/l",0.66,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","HARDNESS (AS CACO3)",2019-10-10 00:00:00,"HARD","T",263,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","Iron",2019-10-10 00:00:00,"7439-89-6","T",202,"ug/l",13,"ug/l",100,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","Lead",2019-10-10 00:00:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","Magnesium",2019-10-10 00:00:00,"7439-95-4","T",18000,"ug/l",68,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","Nickel",2019-10-10 00:00:00,"7440-02-0","T",1.7,"ug/l",0.26,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","Nitrate+Nitrite as Nitrogen",2019-10-10 00:00:00,"NO3NO2N","T",2.6,"mg/l",0.008,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","Nitrogen",2019-10-10 00:00:00,"7727-37-9","T",2.6,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","Nitrogen, ammonia (As N)",2019-10-10 00:00:00,"7664-41-7","T",0.02,"mg/l",0.003,"mg/l",0.01,"","R","Precision error",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","NITROGEN, KJELDAHL, TOTAL",2019-10-10 00:00:00,"KN","T",1.02,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","NITROGEN, NITRATE (AS N)",2019-10-10 00:00:00,"14797-55-8","T",2.59,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","NITROGEN, NITRITE",2019-10-10 00:00:00,"14797-65-0","T",0.014,"mg/l",0.007,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","Orthophosphate as Phosphorus, Dissolved",2019-10-10 00:00:00,"PDORTHO","D",0.0254,"mg/l",0.0049,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","PHOSPHORUS, TOTAL (AS P)",2019-10-10 00:00:00,"7723-14-0","T",0.0464,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","Silver",2019-10-10 00:00:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","TOTAL ORGANIC CARBON",2019-10-10 00:00:00,"TOC","T",4.8,"mg/l",0.5,"mg/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","Total Suspended Solids",2019-10-10 00:00:00,"TSS","T",3.8,"mg/l",NA,"mg/l",1.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","TURBIDITY",2019-10-10 00:00:00,"TURB","T",5.6,"ntu",0.06,"ntu",0.1,"","R","Precision error",2020-02-18
"Chlorophyll pull 2020-02-18","07-SUKE-0.3","07-SUKE-0.3-10102019-WS","Zinc",2019-10-10 00:00:00,"7440-66-6","T",4.8,"ug/l",2.5,"ug/l",5,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-06-20 09:45:00,"ALK","T",49.6,"mg/l",1.8,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Aluminum",2019-06-20 09:45:00,"7429-90-5","T",14000,"ug/l",20,"ug/l",100,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Arsenic",2019-06-20 09:45:00,"7440-38-2","T",4.5,"ug/l",0.32,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Cadmium",2019-06-20 09:45:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Calcium",2019-06-20 09:45:00,"7440-70-2","T",24400,"ug/l",110,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","CHLORIDE (AS CL)",2019-06-20 09:45:00,"16887-00-6","T",4.4,"mg/l",0.5,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Chlorophyll A",2019-06-20 09:45:00,"479-61-8","T",7.81,"ug/l",NA,"ug/l",0.78,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Copper",2019-06-20 09:45:00,"7440-50-8","T",21.8,"ug/l",0.66,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","HARDNESS (AS CACO3)",2019-06-20 09:45:00,"HARD","T",101,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Iron",2019-06-20 09:45:00,"7439-89-6","T",28300,"ug/l",13,"ug/l",100,"E","R","estimated value due to lab error ; Accuracy error",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Lead",2019-06-20 09:45:00,"7439-92-1","T",17,"ug/l",0.57,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Magnesium",2019-06-20 09:45:00,"7439-95-4","T",9750,"ug/l",68,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Nickel",2019-06-20 09:45:00,"7440-02-0","T",29,"ug/l",0.26,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Nitrate+Nitrite as Nitrogen",2019-06-20 09:45:00,"NO3NO2N","T",0.183,"mg/l",0.0015,"mg/l",0.002,"","T","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Nitrogen",2019-06-20 09:45:00,"KN","T",0.18,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Nitrogen, ammonia (As N)",2019-06-20 09:45:00,"7664-41-7","T",0.0115,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","NITROGEN, KJELDAHL, TOTAL",2019-06-20 09:45:00,"KN","T",2.37,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","NITROGEN, NITRATE (AS N)",2019-06-20 09:45:00,"14797-55-8","T",0.183,"mg/l",NA,"mg/l",0.01,"","T","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","NITROGEN, NITRITE",2019-06-20 09:45:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Orthophosphate as Phosphorus, Dissolved",2019-06-20 09:45:00,"PDORTHO","D",0.0188,"mg/l",0.0049,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","PHOSPHORUS, TOTAL (AS P)",2019-06-20 09:45:00,"7723-14-0","T",0.366,"mg/l",0.036,"mg/l",0.05,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Silver",2019-06-20 09:45:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","TOTAL ORGANIC CARBON",2019-06-20 09:45:00,"TOC","T",7.8,"mg/l",0.5,"mg/l",1,"","R","Accuracy error",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Total Suspended Solids",2019-06-20 09:45:00,"TSS","T",774,"mg/l",NA,"mg/l",19,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","TURBIDITY",2019-06-20 09:45:00,"TURB","T",462,"ntu",0.06,"ntu",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-06202019-W","Zinc",2019-06-20 09:45:00,"7440-66-6","T",80.1,"ug/l",2.5,"ug/l",5,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-07-18 08:00:00,"ALK","T",119,"mg/l",1.8,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Aluminum",2019-07-18 08:00:00,"7429-90-5","T",91,"ug/l",2.3,"ug/l",10,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Arsenic",2019-07-18 08:00:00,"7440-38-2","T",0.44,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Cadmium",2019-07-18 08:00:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Calcium",2019-07-18 08:00:00,"7440-70-2","T",47200,"ug/l",110,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","CHLORIDE (AS CL)",2019-07-18 08:00:00,"16887-00-6","T",11.4,"mg/l",0.5,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Chlorophyll A",2019-07-18 08:00:00,"479-61-8","T",0.753,"ug/l",NA,"ug/l",0.045,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Copper",2019-07-18 08:00:00,"7440-50-8","T",1.2,"ug/l",0.66,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","HARDNESS (AS CACO3)",2019-07-18 08:00:00,"HARD","T",152,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Iron",2019-07-18 08:00:00,"7439-89-6","T",188,"ug/l",13,"ug/l",100,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Lead",2019-07-18 08:00:00,"7439-92-1","T",0.92,"ug/l",0.57,"ug/l",1,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Magnesium",2019-07-18 08:00:00,"7439-95-4","T",8240,"ug/l",68,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Nickel",2019-07-18 08:00:00,"7440-02-0","T",0.75,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Nitrate+Nitrite as Nitrogen",2019-07-18 08:00:00,"NO3NO2N","T",0.737,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Nitrogen",2019-07-18 08:00:00,"KN","T",0.74,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Nitrogen, ammonia (As N)",2019-07-18 08:00:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error ; Precision error",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-18 08:00:00,"KN","T",0.17,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","NITROGEN, NITRATE (AS N)",2019-07-18 08:00:00,"14797-55-8","T",0.737,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","NITROGEN, NITRITE",2019-07-18 08:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Orthophosphate as Phosphorus, Dissolved",2019-07-18 08:00:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-18 08:00:00,"7723-14-0","T",0.0083,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Silver",2019-07-18 08:00:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","TOTAL ORGANIC CARBON",2019-07-18 08:00:00,"TOC","T",1.8,"mg/l",0.5,"mg/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Total Suspended Solids",2019-07-18 08:00:00,"TSS","T",5.1,"mg/l",NA,"mg/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","TURBIDITY",2019-07-18 08:00:00,"TURB","T",2.49,"ntu",0.06,"ntu",0.1,"","R","Equipment Blank error",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-07182019-W","Zinc",2019-07-18 08:00:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","ALKALINITY, TOTAL (AS CaCO3)",2019-08-15 15:15:00,"ALK","T",162,"mg/l",1.8,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","Aluminum",2019-08-15 15:15:00,"7429-90-5","T",135,"ug/l",2.3,"ug/l",10,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","Arsenic",2019-08-15 15:15:00,"7440-38-2","T",0.37,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","Cadmium",2019-08-15 15:15:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","Calcium",2019-08-15 15:15:00,"7440-70-2","T",61500,"ug/l",110,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","CHLORIDE (AS CL)",2019-08-15 15:15:00,"16887-00-6","T",15.4,"mg/l",0.5,"mg/l",2,"","R","Accuracy error",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","Chlorophyll A",2019-08-15 15:15:00,"479-61-8","T",1.5,"ug/l",NA,"ug/l",0.16,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","Copper",2019-08-15 15:15:00,"7440-50-8","T",0.96,"ug/l",0.66,"ug/l",1,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","HARDNESS (AS CACO3)",2019-08-15 15:15:00,"HARD","T",200,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","Iron",2019-08-15 15:15:00,"7439-89-6","T",276,"ug/l",13,"ug/l",100,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","Lead",2019-08-15 15:15:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","Nickel",2019-08-15 15:15:00,"7440-02-0","T",1,"ug/l",0.26,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","Nitrate+Nitrite as Nitrogen",2019-08-15 15:15:00,"NO3NO2N","T",1.07,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","Nitrogen",2019-08-15 15:15:00,"7727-37-9","T",1.07,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","Nitrogen, ammonia (As N)",2019-08-15 15:15:00,"7664-41-7","T",0.021,"mg/l",0.003,"mg/l",0.01,"","R","Equipment Blank error",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","NITROGEN, KJELDAHL, TOTAL",2019-08-15 15:15:00,"KN","T",0.28,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","NITROGEN, NITRATE (AS N)",2019-08-15 15:15:00,"14797-55-8","T",1.07,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","NITROGEN, NITRITE",2019-08-15 15:15:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","Orthophosphate as Phosphorus, Dissolved",2019-08-15 15:15:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","PHOSPHORUS, TOTAL (AS P)",2019-08-15 15:15:00,"7723-14-0","T",0.0156,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","Silver",2019-08-15 15:15:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","TOTAL ORGANIC CARBON",2019-08-15 15:15:00,"TOC","T",1.2,"mg/l",0.5,"mg/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","Total Suspended Solids",2019-08-15 15:15:00,"TSS","T",12.9,"mg/l",NA,"mg/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","07-THOL-1.8","07-THOL-1.8-08152019-WS","TURBIDITY",2019-08-15 15:15:00,"TURB","T",9.26,"ntu",0.06,"ntu",0.1,"","A","",2020-02-18
