"Project_name","SiteID","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date"
"RIBS Screening 2019","04-DUNN-0.1","04-DUNN-0.1-07242019-W","Copper",2019-07-24 16:00:00,"7440-50-8","T",0.98,"ug/l",0.66,"ug/l",1,"J","J","estimated value due to lab error",2020-02-03
"RIBS Screening 2019","04-DUNN-0.1","04-DUNN-0.1-07242019-W","HARDNESS (AS CACO3)",2019-07-24 16:00:00,"HARD","T",201,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-03
"RIBS Screening 2019","04-DUNN-0.1","04-DUNN-0.1-07242019-W","Iron",2019-07-24 16:00:00,"7439-89-6","T",271,"ug/l",13,"ug/l",100,"","A","",2020-02-03
"RIBS Screening 2019","04-DUNN-0.1","04-DUNN-0.1-07242019-W","Lead",2019-07-24 16:00:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-DUNN-0.1","04-DUNN-0.1-07242019-W","Magnesium",2019-07-24 16:00:00,"7439-95-4","T",14200,"ug/l",68,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","04-DUNN-0.1","04-DUNN-0.1-07242019-W","Nickel",2019-07-24 16:00:00,"7440-02-0","T",0.89,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error",2020-02-03
"RIBS Screening 2019","04-DUNN-0.1","04-DUNN-0.1-07242019-W","Nitrate+Nitrite as Nitrogen",2019-07-24 16:00:00,"NO3NO2N","T",1.32,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-03
"RIBS Screening 2019","04-DUNN-0.1","04-DUNN-0.1-07242019-W","Nitrogen",2019-07-24 16:00:00,"KN","T",1.32,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","04-DUNN-0.1","04-DUNN-0.1-07242019-W","Nitrogen, ammonia (As N)",2019-07-24 16:00:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-DUNN-0.1","04-DUNN-0.1-07242019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-24 16:00:00,"KN","T",0.37,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","04-DUNN-0.1","04-DUNN-0.1-07242019-W","NITROGEN, NITRATE (AS N)",2019-07-24 16:00:00,"14797-55-8","T",1.32,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","04-DUNN-0.1","04-DUNN-0.1-07242019-W","NITROGEN, NITRITE",2019-07-24 16:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-DUNN-0.1","04-DUNN-0.1-07242019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-24 16:00:00,"7723-14-0","T",0.0148,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-03
"RIBS Screening 2019","04-DUNN-0.1","04-DUNN-0.1-07242019-W","Silver",2019-07-24 16:00:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-DUNN-0.1","04-DUNN-0.1-07242019-W","TURBIDITY",2019-07-24 16:00:00,"TURB","T",4.32,"ntu",0.06,"ntu",0.1,"","A","",2020-02-03
"RIBS Screening 2019","04-DUNN-0.1","04-DUNN-0.1-07242019-W","Zinc",2019-07-24 16:00:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","R","Analyte was analyzed for but not detected ; Accuracy error",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-07-24 10:00:00,"ALK","T",168,"mg/l",1.8,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","Aluminum",2019-07-24 10:00:00,"7429-90-5","T",41.4,"ug/l",2.3,"ug/l",10,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","Arsenic",2019-07-24 10:00:00,"7440-38-2","T",0.78,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","Cadmium",2019-07-24 10:00:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","Calcium",2019-07-24 10:00:00,"7440-70-2","T",63700,"ug/l",110,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","CHLORIDE (AS CL)",2019-07-24 10:00:00,"16887-00-6","T",21.6,"mg/l",0.5,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","Chlorophyll A",2019-07-24 10:00:00,"479-61-8","T",1.68,"ug/l",NA,"ug/l",0.077,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","Copper",2019-07-24 10:00:00,"7440-50-8","T",1.3,"ug/l",0.66,"ug/l",1,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","HARDNESS (AS CACO3)",2019-07-24 10:00:00,"HARD","T",214,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","Iron",2019-07-24 10:00:00,"7439-89-6","T",182,"ug/l",13,"ug/l",100,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","Lead",2019-07-24 10:00:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","Magnesium",2019-07-24 10:00:00,"7439-95-4","T",13400,"ug/l",68,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","Nickel",2019-07-24 10:00:00,"7440-02-0","T",0.82,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","Nitrate+Nitrite as Nitrogen",2019-07-24 10:00:00,"NO3NO2N","T",3.05,"mg/l",0.008,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","Nitrogen",2019-07-24 10:00:00,"KN","T",3.05,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","Nitrogen, ammonia (As N)",2019-07-24 10:00:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-24 10:00:00,"KN","T",0.44,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","NITROGEN, NITRATE (AS N)",2019-07-24 10:00:00,"14797-55-8","T",3.05,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","NITROGEN, NITRITE",2019-07-24 10:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-24 10:00:00,"7723-14-0","T",0.0239,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","Silver",2019-07-24 10:00:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","TURBIDITY",2019-07-24 10:00:00,"TURB","T",2.06,"ntu",0.06,"ntu",0.1,"","T","",2020-02-03
"RIBS Screening 2019","04-EKOY-10.4","04-EKOY-10.4-07242019-W","Zinc",2019-07-24 10:00:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-07-24 11:30:00,"ALK","T",172,"mg/l",1.8,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","Aluminum",2019-07-24 11:30:00,"7429-90-5","T",53.4,"ug/l",2.3,"ug/l",10,"N","R","lab error",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","Arsenic",2019-07-24 11:30:00,"7440-38-2","T",0.73,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","Cadmium",2019-07-24 11:30:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","Calcium",2019-07-24 11:30:00,"7440-70-2","T",69600,"ug/l",110,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","CHLORIDE (AS CL)",2019-07-24 11:30:00,"16887-00-6","T",24.2,"mg/l",0.5,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","Chlorophyll A",2019-07-24 11:30:00,"479-61-8","T",3.46,"ug/l",NA,"ug/l",0.081,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","Copper",2019-07-24 11:30:00,"7440-50-8","T",0.79,"ug/l",0.66,"ug/l",1,"J","J","estimated value due to lab error",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","HARDNESS (AS CACO3)",2019-07-24 11:30:00,"HARD","T",233,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","Iron",2019-07-24 11:30:00,"7439-89-6","T",115,"ug/l",13,"ug/l",100,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","Lead",2019-07-24 11:30:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","Magnesium",2019-07-24 11:30:00,"7439-95-4","T",14300,"ug/l",68,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","Nickel",2019-07-24 11:30:00,"7440-02-0","T",0.87,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","Nitrate+Nitrite as Nitrogen",2019-07-24 11:30:00,"NO3NO2N","T",3.64,"mg/l",0.008,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","Nitrogen",2019-07-24 11:30:00,"KN","T",3.64,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","Nitrogen, ammonia (As N)",2019-07-24 11:30:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-24 11:30:00,"KN","T",0.43,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","NITROGEN, NITRATE (AS N)",2019-07-24 11:30:00,"14797-55-8","T",3.64,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","NITROGEN, NITRITE",2019-07-24 11:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-24 11:30:00,"7723-14-0","T",0.0152,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","Silver",2019-07-24 11:30:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","TURBIDITY",2019-07-24 11:30:00,"TURB","T",2.65,"ntu",0.06,"ntu",0.1,"","J","estimated value due to Equipment Blank error",2020-02-03
"RIBS Screening 2019","04-EKOY-2.2","04-EKOY-2.2-07242019-W","Zinc",2019-07-24 11:30:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"UN","R","lab error",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-07-23 15:00:00,"ALK","T",112,"mg/l",1.8,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","Aluminum",2019-07-23 15:00:00,"7429-90-5","T",2450,"ug/l",115,"ug/l",500,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","Arsenic",2019-07-23 15:00:00,"7440-38-2","T",3.1,"ug/l",0.32,"ug/l",1,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","Cadmium",2019-07-23 15:00:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","Calcium",2019-07-23 15:00:00,"7440-70-2","T",40200,"ug/l",110,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","CHLORIDE (AS CL)",2019-07-23 15:00:00,"16887-00-6","T",28.8,"mg/l",0.5,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","Chlorophyll A",2019-07-23 15:00:00,"479-61-8","T",2.49,"ug/l",NA,"ug/l",0.25,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","Copper",2019-07-23 15:00:00,"7440-50-8","T",7.1,"ug/l",0.66,"ug/l",1,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","HARDNESS (AS CACO3)",2019-07-23 15:00:00,"HARD","T",142,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","Iron",2019-07-23 15:00:00,"7439-89-6","T",5240,"ug/l",13,"ug/l",100,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","Lead",2019-07-23 15:00:00,"7439-92-1","T",3.2,"ug/l",0.57,"ug/l",1,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","Magnesium",2019-07-23 15:00:00,"7439-95-4","T",10000,"ug/l",68,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","Nickel",2019-07-23 15:00:00,"7440-02-0","T",5.9,"ug/l",0.26,"ug/l",1,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","Nitrate+Nitrite as Nitrogen",2019-07-23 15:00:00,"NO3NO2N","T",0.82,"mg/l",0.0015,"mg/l",0.002,"","R","Accuracy error",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","Nitrogen",2019-07-23 15:00:00,"KN","T",0.82,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","Nitrogen, ammonia (As N)",2019-07-23 15:00:00,"7664-41-7","T",0.026,"mg/l",0.003,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-23 15:00:00,"KN","T",0.63,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","NITROGEN, NITRATE (AS N)",2019-07-23 15:00:00,"14797-55-8","T",0.804,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","NITROGEN, NITRITE",2019-07-23 15:00:00,"14797-65-0","T",0.016,"mg/l",0.007,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-23 15:00:00,"7723-14-0","T",0.123,"mg/l",0.018,"mg/l",0.025,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","Silver",2019-07-23 15:00:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","TURBIDITY",2019-07-23 15:00:00,"TURB","T",140,"ntu",0.06,"ntu",0.1,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-35.1","04-GENS-35.1-07232019-W","Zinc",2019-07-23 15:00:00,"7440-66-6","T",15.5,"ug/l",2.5,"ug/l",5,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-07-24 09:00:00,"ALK","T",81.2,"mg/l",1.8,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","Aluminum",2019-07-24 09:00:00,"7429-90-5","T",8670,"ug/l",230,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","Arsenic",2019-07-24 09:00:00,"7440-38-2","T",5.4,"ug/l",0.32,"ug/l",1,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","Cadmium",2019-07-24 09:00:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","Calcium",2019-07-24 09:00:00,"7440-70-2","T",32900,"ug/l",110,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","CHLORIDE (AS CL)",2019-07-24 09:00:00,"16887-00-6","T",19.7,"mg/l",0.5,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","Copper",2019-07-24 09:00:00,"7440-50-8","T",14.3,"ug/l",0.66,"ug/l",1,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","HARDNESS (AS CACO3)",2019-07-24 09:00:00,"HARD","T",126,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","Iron",2019-07-24 09:00:00,"7439-89-6","T",18200,"ug/l",13,"ug/l",100,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","Lead",2019-07-24 09:00:00,"7439-92-1","T",10.6,"ug/l",0.57,"ug/l",1,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","Magnesium",2019-07-24 09:00:00,"7439-95-4","T",10600,"ug/l",68,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","Nickel",2019-07-24 09:00:00,"7440-02-0","T",20.2,"ug/l",0.26,"ug/l",1,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","Nitrate+Nitrite as Nitrogen",2019-07-24 09:00:00,"NO3NO2N","T",0.515,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","Nitrogen",2019-07-24 09:00:00,"KN","T",0.52,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","Nitrogen, ammonia (As N)",2019-07-24 09:00:00,"7664-41-7","T",0.035,"mg/l",0.003,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-24 09:00:00,"KN","T",1.42,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","NITROGEN, NITRATE (AS N)",2019-07-24 09:00:00,"14797-55-8","T",0.515,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","NITROGEN, NITRITE",2019-07-24 09:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-24 09:00:00,"7723-14-0","T",0.35,"mg/l",0.018,"mg/l",0.025,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","Silver",2019-07-24 09:00:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","TURBIDITY",2019-07-24 09:00:00,"TURB","T",364,"ntu",0.06,"ntu",0.1,"","A","",2020-02-03
"RIBS Screening 2019","04-GENS-44.1","04-GENS-44.1-07242019-W","Zinc",2019-07-24 09:00:00,"7440-66-6","T",49.6,"ug/l",2.5,"ug/l",5,"","A","",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-07-23 15:20:00,"ALK","T",164,"mg/l",1.8,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","Aluminum",2019-07-23 15:20:00,"7429-90-5","T",176,"ug/l",2.3,"ug/l",10,"","A","",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","Arsenic",2019-07-23 15:20:00,"7440-38-2","T",1.2,"ug/l",0.32,"ug/l",1,"","A","",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","Cadmium",2019-07-23 15:20:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","Calcium",2019-07-23 15:20:00,"7440-70-2","T",60300,"ug/l",110,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","CHLORIDE (AS CL)",2019-07-23 15:20:00,"16887-00-6","T",43.9,"mg/l",0.5,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","Chlorophyll A",2019-07-23 15:20:00,"479-61-8","T",3.03,"ug/l",NA,"ug/l",0.16,"","A","",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","Copper",2019-07-23 15:20:00,"7440-50-8","T",1.3,"ug/l",0.66,"ug/l",1,"","A","",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","HARDNESS (AS CACO3)",2019-07-23 15:20:00,"HARD","T",221,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","Iron",2019-07-23 15:20:00,"7439-89-6","T",307,"ug/l",13,"ug/l",100,"","A","",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","Lead",2019-07-23 15:20:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","Magnesium",2019-07-23 15:20:00,"7439-95-4","T",17200,"ug/l",68,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","Nickel",2019-07-23 15:20:00,"7440-02-0","T",1.8,"ug/l",0.26,"ug/l",1,"","A","",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","Nitrate+Nitrite as Nitrogen",2019-07-23 15:20:00,"NO3NO2N","T",0.45,"mg/l",0.0015,"mg/l",0.002,"","R","Accuracy error",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","Nitrogen",2019-07-23 15:20:00,"KN","T",0.45,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","Nitrogen, ammonia (As N)",2019-07-23 15:20:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-23 15:20:00,"KN","T",0.43,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","NITROGEN, NITRATE (AS N)",2019-07-23 15:20:00,"14797-55-8","T",0.45,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","04-HONY-11.8","04-HONY-11.8-07232019-W","NITROGEN, NITRITE",2019-07-23 15:20:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
