"EVENT_ID","SITE_ID","COLL_DATE","CREW","TEMP","PERCENT_SAT","DO","COND","SALINITY","PH","Chl_ugL","Chl_RFU","PC_ugL","PC_RFU","WATER_CHEM_COLLECT","CHEM_SAMP_LOC","EQUIP_USED","LANDUSE","W_DEPTH","W_WIDTH","CUR_SPD","CANOPY","ALGAE_D","ALGAE_S","ALGAE_FIL","BOTTOM_TYPE","DOM_SUBSTRATE","Project_name","SiteID","sys_sample_code","SDG","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date","sample_date2","Project"
"07-SKAT_T2-0.1_2019-07-17","07-SKAT_T2-0.1",2019-07-17,"Heitzman,Onion,Other","20.1","91.1","8.25","480.2","0.23","7.96",3.18,"0.76","0","0.5","X","Waded","Depth_Integrated","Forest","0.2","5","45",NA,"30","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-SKAT_T2-0.1","07-SKAT_T2-0.1-07172019-W","R1906753","Chlorophyll A",2019-07-17 07:30:00,"479-61-8","T",1.33,"ug/l",NA,"ug/l",0.11,NA,"A",NA,2020-02-25,2019-07-17,"Finger Lakes RAS"
"07-SKAT_T5-0.1_2019-07-17","07-SKAT_T5-0.1",2019-07-17,"Heitzman,Onion,Other","19.1","92.4","8.54","437.3","0.21","-5",2.93,"0.56","0.06","0.09","X","Waded","Bottle","Residential","0.1","1","-5",NA,NA,"N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-SKAT_T5-0.1","07-SKAT_T5-0.1-07172019-W","R1906753","Chlorophyll A",2019-07-17 08:30:00,"479-61-8","T",0.629,"ug/l",NA,"ug/l",0.04,NA,"A",NA,2020-02-25,2019-07-17,"Finger Lakes RAS"
"07-GROU-1.5_2019-07-17","07-GROU-1.5",2019-07-17,"Heitzman,Onion,Other","13.5","97.5","10.15","104.8","0.2","8.25",1.13,"0.26","0","0","X","Waded","Depth_Integrated","Residential","0.5","5","83","90","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-GROU-1.5","07-GROU-1.5-07172019-W","R1906753","Chlorophyll A",2019-07-17 09:45:00,"479-61-8","T",3.76,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-07-17,"Finger Lakes RAS"
"07-BSWP-0.1_2019-07-17","07-BSWP-0.1",2019-07-17,"Heitzman,Onion,Other","22.4","96.5","8.36","197.6","0.09","8.21",2.82,"0.73","0.06","0.06","X","Waded","Depth_Integrated","Forest","0.3","5","60.9","100","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-BSWP-0.1","07-BSWP-0.1-07172019-W","R1906753","Chlorophyll A",2019-07-17 10:30:00,"479-61-8","T",3.95,"ug/l",NA,"ug/l",0.089,NA,"A",NA,2020-02-25,2019-07-17,"Finger Lakes RAS"
"07-SKAT_T89-0.2_2019-07-17","07-SKAT_T89-0.2",2019-07-17,"Heitzman,Onion,Other","19.6","92.6","8.48","537","0.26","8.02",3.4,"0.8","0.1","0.02","X","Waded","Depth_Integrated","Forest","0.2","3","60",NA,"0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-SKAT_T89-0.2","07-SKAT_T89-0.2-07172019-W","R1906753","Chlorophyll A",2019-07-17 12:00:00,"479-61-8","T",1.82,"ug/l",NA,"ug/l",0.099,NA,"A",NA,2020-02-25,2019-07-17,"Finger Lakes RAS"
"07-SKAT_T93a-0.5_2019-07-17","07-SKAT_T93a-0.5",2019-07-17,"Heitzman,Onion,Other","22.1","81.1","7.1","447","0.22","7.7",10.62,"2.6","0.19","0.24","X","Waded","Bottle","Residential","0.1","2","-5",NA,"10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-SKAT_T93a-0.5","07-SKAT_T93A-0.5-07172019-W","R1906753","Chlorophyll A",2019-07-17 12:45:00,"479-61-8","T",10.6,"ug/l",NA,"ug/l",0.51,NA,"A",NA,2020-02-25,2019-07-17,"Finger Lakes RAS"
"07-CTLE-0.1_2019-07-17","07-CTLE-0.1",2019-07-17,"Heitzman,Onion,Other","21.8","92.4","8.1","912","0.45","8.19",5.7,"1.95","0.3","0.23","X","Waded","Depth_Integrated","Commercial","0.1","2","30","0","0","N","X",NA,NA,"Chlorophyll pull 2020-02-25","07-CTLE-0.1","07-MASH-0.1-07172019-W","R1906753","Chlorophyll A",2019-07-17 16:00:00,"479-61-8","T",3.79,"ug/l",NA,"ug/l",0.13,NA,"A",NA,2020-02-25,2019-07-17,"Finger Lakes RAS"
"07-REED-0.1_2019-07-17","07-REED-0.1",2019-07-17,"Onion,Other,Heitzman","21.8","78","6.84","756","0.37","8.15",0.85,"0.4","0.06","0.11","X","Waded","Depth_Integrated","Forest","0.1","3","10","50","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-REED-0.1","07-REED-0.1-07172019-W","R1906753","Chlorophyll A",2019-07-17 15:00:00,"479-61-8","T",1.12,"ug/l",NA,"ug/l",0.19,NA,"A",NA,2020-02-25,2019-07-17,"Finger Lakes RAS"
"07-THOL-1.8_2019-07-18","07-THOL-1.8",2019-07-18,"Onion,Other,Heitzman","18.2","93.8","8.83","321.6","0.15","7.95",0.61,"0.15","0","0","X","Waded","Depth_Integrated","Forest","0.15","3","15","90","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-THOL-1.8","07-THOL-1.8-07182019-W","R1906798","Chlorophyll A",2019-07-18 08:00:00,"479-61-8","T",0.753,"ug/l",NA,"ug/l",0.045,NA,"A",NA,2020-02-25,2019-07-18,"Finger Lakes Adv Mon"
"07-CATH-0.6_2019-07-18","07-CATH-0.6",2019-07-18,"Onion,Heitzman,Other","21.3","98.3","8.7","571","0.28","8.19",1.19,"0.29","0.03","0.1","X","Waded","Depth_Integrated","Industrial","0.3","10","50","30","0","N","X",NA,NA,"Chlorophyll pull 2020-02-25","07-CATH-0.6","07-CATH-0.6-07182019-W","R1906798","Chlorophyll A",2019-07-18 09:00:00,"479-61-8","T",1.07,"ug/l",NA,"ug/l",0.078,NA,"A",NA,2020-02-25,2019-07-18,"Finger Lakes Adv Mon"
"07-GLNK-0.2_2019-07-18","07-GLNK-0.2",2019-07-18,"Heitzman,Onion,Other","21.7","99","8.71","290.7","0.14","8.35",2.33,"0.54","0.02","0.09","X","Waded","Depth_Integrated","Residential","0.3","11","33","50","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-GLNK-0.2","07-GLNK-0.2-07182019-W","R1906798","Chlorophyll A",2019-07-18 10:30:00,"479-61-8","T",3.44,"ug/l",NA,"ug/l",0.32,NA,"A",NA,2020-02-25,2019-07-18,"Finger Lakes Adv Mon"
"07-BGST-0.1_2019-07-18","07-BGST-0.1",2019-07-18,"Heitzman,Onion,Other","21.7","101.7","8.94","353","0.17","8.95",5.5,"1.5","0.19","0.23","X","Waded",NA,"Agriculture","0.2","11","66","80","0","N","X",NA,NA,"Chlorophyll pull 2020-02-25","07-BGST-0.1","07-BGST-0.1-07182019-W","R1906753","Chlorophyll A",2019-07-18 11:45:00,"479-61-8","T",8.87,"ug/l",NA,"ug/l",0.25,NA,"A",NA,2020-02-25,2019-07-18,"Finger Lakes RAS"
"07-KEUK-0.1_2019-07-18","07-KEUK-0.1",2019-07-18,"Onion,Other,Heitzman","25.6","116.6","9.52","584","0.28","8.38",0.67,"0.15","0","0","X","Waded","Depth_Integrated","Forest","0.16","20","33","20","100","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-KEUK-0.1","07-KEUK-0.1-07182019-W","R1906798","Chlorophyll A",2019-07-18 13:00:00,"479-61-8","T",0.922,"ug/l",NA,"ug/l",0.05,NA,"A",NA,2020-02-25,2019-07-18,"Finger Lakes Adv Mon"
"07-KASH-0.3_2019-07-18","07-KASH-0.3",2019-07-18,"Heitzman,Onion,Other","22.8","120.6","10.34689","689","0.31","8.08",1.3,"0.37","0.25","0.27","X","Waded","Depth_Integrated","Agriculture","0.33","3.3","5","40","0","N",NA,NA,NA,"Chlorophyll pull 2020-02-25","07-KASH-0.3","07-KASH-0.3-07182019-W","R1906753","Chlorophyll A",2019-07-18 14:00:00,"479-61-8","T",5.74,"ug/l",NA,"ug/l",0.18,NA,"A",NA,2020-02-25,2019-07-18,"Finger Lakes RAS"
"04-BLAK-34.9_2019-07-23","04-BLAK-34.9",2019-07-23,"Lemley,Conine","19","102","9.42","972","0.48","8.2",1.5,"0.35","0.33","0.31","X","Waded","Bottle","Agriculture","0.75","6","25","80","30","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-BLAK-34.9","04-BLAK-34.9-07232019-W","R1906883","Chlorophyll A",2019-07-23 12:00:00,"479-61-8","T",8.23,"ug/l",NA,"ug/l",0.39,NA,"A",NA,2020-02-25,2019-07-23,"Screening - Genesee"
"04-HONY_T36-0.9_2019-07-23","04-HONY_T36-0.9",2019-07-23,"Stoll,Rizzo","19.3","90","8.29","806","0.4","8.16",3.4,"0.9","-5","0.1","X","Waded","Bottle","Residential","0.3","1.5","0.14","90","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-HONY_T36-0.9","04-HONY_T36-0.9-07232019-W","R1906885","Chlorophyll A",2019-07-23 12:00:00,"479-61-8","T",2.82,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-07-23,"Screening - Genesee"
"04-BLAK_N_T1-1.1_2019-07-23","04-BLAK_N_T1-1.1",2019-07-23,"Conine,Lemley","18.2","71.9","6.76","774","0.38","7.65",3.75,"0.92","0.31","0.29","X","Waded","Bottle","Agriculture","0.2","3","10","60",NA,"N","N","Very_Soft","Silt","Chlorophyll pull 2020-02-25","04-BLAK_N_T1-1.1","04-BLAK_N_T1-1.1-07232019-W","R1906883","Chlorophyll A",2019-07-23 13:30:00,"479-61-8","T",2.47,"ug/l",NA,"ug/l",0.17,NA,"A",NA,2020-02-25,2019-07-23,"Screening - Genesee"
"04-BEBE-1.5_2019-07-23","04-BEBE-1.5",2019-07-23,"Rizzo,Stoll","21","108.8","9.68","666","0.32","8.34",2.83,"0.72","0.14","0.19","X","Waded","Bottle","Agriculture","0.25","4","16","0","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-BEBE-1.5","04-BEBE-1.5_07232019-W","R1906885","Chlorophyll A",2019-07-23 13:15:00,"479-61-8","T",2,"ug/l",NA,"ug/l",0.08,NA,"A",NA,2020-02-25,2019-07-23,"Screening - Genesee"
"04-HONY_T13-5.7_2019-07-23","04-HONY_T13-5.7",2019-07-23,"Stoll,Rizzo","19.2","93","8.58","600","0.29","-5",3.55,"0.9","0.22","0.27","X","Waded","Bottle","Residential","0.5","3.5","20","90","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-HONY_T13-5.7","04-HONY_T13-5.7-07232019-W","R1906885","Chlorophyll A",2019-07-23 14:30:00,"479-61-8","T",3.8,"ug/l",NA,"ug/l",0.24,NA,"A",NA,2020-02-25,2019-07-23,"Screening - Genesee"
"04-LCON-0.6_2019-07-23","04-LCON-0.6",2019-07-23,"Nichols,Heitzman","21.1","105.3","9.35","738","0.36","8.45",8.2,"1.9","0.18","0.25","X","Waded","Bottle","Residential","0.1","4","65","70","30","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-LCON-0.6","04-LCON-0.6-07232019-W","R1906884","Chlorophyll A",2019-07-23 13:00:00,"479-61-8","T",0.894,"ug/l",NA,"ug/l",0.09,NA,"A",NA,2020-02-25,2019-07-23,"Screening - Genesee"
"04-GENS-35.1_2019-07-23","04-GENS-35.1",2019-07-23,"Nichols,Heitzman","24","85.3","7.17","372.7","0.18","7.73",1.85,"0.64","0.25","0.13","X","Waded","Bottle","Residential","1","25","75","40",NA,"X",NA,NA,NA,"Chlorophyll pull 2020-02-25","04-GENS-35.1","04-GENS-35.1-07232019-W","R1906884","Chlorophyll A",2019-07-23 15:00:00,"479-61-8","T",2.49,"ug/l",NA,"ug/l",0.25,NA,"A",NA,2020-02-25,2019-07-23,"Screening - Genesee"
"04-CONE-1.9_2019-07-23","04-CONE-1.9",2019-07-23,"Heitzman,Nichols","22.8","103.7","8.92","506","0.24","8.32",1.21,"0.33","0.07","0.06","X","Waded","Bottle","Residential","0.3","12","72","50","80","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-CONE-1.9","04-CONE-1.9-07232019-W","R1906884","Chlorophyll A",2019-07-23 14:00:00,"479-61-8","T",2.91,"ug/l",NA,"ug/l",0.17,NA,"A",NA,2020-02-25,2019-07-23,"Screening - Genesee"
"04-UGNS_T30-1.2_2019-07-23","04-UGNS_T30-1.2",2019-07-23,"Heitzman,Nichols","20.2","103.7","9.36","944","0.47","8.23",5.2,"1.42","0.12","0.16","X","Waded","Bottle","Agriculture","0.1","6","40","60","60","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-UGNS_T30-1.2","04-UGNS_T30-1.2-07232019-W","R1906884","Chlorophyll A",2019-07-23 12:00:00,"479-61-8","T",4.24,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-07-23,"Screening - Genesee"
"04-HONY-11.8_2019-07-23","04-HONY-11.8",2019-07-23,"Rizzo,Stoll","22.7","107.8","9.29","514","0.25","8.48",2.75,"0.72","0.13","0.22","X","Waded","Bottle","Residential","0.5","30","66","0","0","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-HONY-11.8","04-HONY-11.8-07232019-W","R1906885","Chlorophyll A",2019-07-23 15:20:00,"479-61-8","T",3.03,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-07-23,"Screening - Genesee"
"04-BLAK-14.7_2019-07-23","04-BLAK-14.7",2019-07-23,"Conine,Lemley","25","94.4","7.77","1211","0.6","8",6.6,"1.57","0.21","0.19","X","Waded","Bottle","Residential","0.8","15","35","40","50","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-BLAK-14.7","04-BLAK-14.7-07232019-W","R1906883","Chlorophyll A",2019-07-23 15:15:00,"479-61-8","T",7.36,"ug/l",NA,"ug/l",0.22,NA,"A",NA,2020-02-25,2019-07-23,"Screening - Genesee"
"04-BLAK_T16-0.8_2019-07-23","04-BLAK_T16-0.8",2019-07-23,"Conine,Lemley","20.7","102","9.12","627","0.31","8.29",2.29,"0.54","0.25","0.24","X","Waded","Bottle","Agriculture","0.1","0.5","20","30","0","N","N","Soft","Silt","Chlorophyll pull 2020-02-25","04-BLAK_T16-0.8","04-BLAK_T16-0.8-07232019-W","R1906883","Chlorophyll A",2019-07-23 14:30:00,"479-61-8","T",6.11,"ug/l",NA,"ug/l",0.22,NA,"A",NA,2020-02-25,2019-07-23,"Screening - Genesee"
"04-OATK-1.5_2019-07-23","04-OATK-1.5",2019-07-23,"Heitzman,Nichols","19.1","116.4","10.74","1133","0.56","8.04",6.1,"1.12","0.12","0.08","X","Waded","Bottle","Recreational","0.2","15","82","30","30","X","X",NA,NA,"Chlorophyll pull 2020-02-25","04-OATK-1.5","04-OATK-1.5-07232019-W","R1906884","Chlorophyll A",2019-07-23 17:00:00,"479-61-8","T",1.65,"ug/l",NA,"ug/l",0.042,NA,"A",NA,2020-02-25,2019-07-23,"Screening - Genesee"
"04-OATK-4.2_2019-07-23","04-OATK-4.2",2019-07-23,"Nichols,Heitzman","17.3","122.1","11.68","1141","0.57","7.92",0.87,"0.24","0.01","0.06","X","Waded","Bottle","Residential","0.25","25","67","60","70","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-OATK-4.2","04-OATK-4.2-07232019-W","R1906884","Chlorophyll A",2019-07-23 16:00:00,"479-61-8","T",18.6,"ug/l",NA,"ug/l",0.84,NA,"A",NA,2020-02-25,2019-07-23,"Screening - Genesee"
"04-HONY_T9-0.3_2019-07-23","04-HONY_T9-0.3",2019-07-23,"Stoll,Rizzo","21.2","75.5","6.67","833","0.41","7.92",5.1,"1.3","0.19","0.25","X","Waded","Bottle","Residential","0.01","0.25","20","90","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-HONY_T9-0.3","04-HONY_T9-0.3-07232019-W","R1906885","Chlorophyll A",2019-07-23 17:15:00,"479-61-8","T",15.7,"ug/l",NA,"ug/l",0.4,NA,"A",NA,2020-02-25,2019-07-23,"Screening - Genesee"
"04-MUCK-4.3_2019-07-24","04-MUCK-4.3",2019-07-24,"Heitzman,Nichols","17.9","58.9","5.63","879","0.43","7.54",4.08,"0.56","0.01","0.06","X","Waded","Bottle","Agriculture","0.1","3","-5","80","50","X","X",NA,NA,"Chlorophyll pull 2020-02-25","04-MUCK-4.3","04-MUCK-4.3-07242019-W","R1906884","Chlorophyll A",2019-07-24 08:30:00,"479-61-8","T",2.1,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-PERL-1.0_2019-07-24","04-PERL-1.0",2019-07-24,"Heitzman,Nichols","15.1","84.1","8.44","784","0.39","7.84",0.54,"0.18","0.01","0.04","X","Waded","Bottle","Agriculture","0.1","2","40",NA,"100","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-PERL-1.0","04-PERL-1.0-07242019-W","R1906884","Chlorophyll A",2019-07-24 09:30:00,"479-61-8","T",0.987,"ug/l",NA,"ug/l",0.039,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-BUCK-2.0_2019-07-24","04-BUCK-2.0",2019-07-24,"Heitzman,Nichols","18.6","167.5","15.66","628","0.31","8.28",2.67,"0.78","0.06","0.07","X","Waded","Bottle","Residential","0.1","6","35","80","80","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-BUCK-2.0","04-BUCK-2.0-07242019-W","R1906884","Chlorophyll A",2019-07-24 10:30:00,"479-61-8","T",2.02,"ug/l",NA,"ug/l",0.046,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-WOATK-53.3_2019-07-24","04-WOATK-53.3",2019-07-24,"Rizzo,Stoll","15.5","91.2","9.08","342.9","0.16","8.05",1.35,"0.37","0","0","X","Waded","Bottle","Agriculture","0.3","3.2","18","100","0","N",NA,NA,NA,"Chlorophyll pull 2020-02-25","04-WOATK-53.3","04-WOATK-53.3-07242019-W","R1906885","Chlorophyll A",2019-07-24 09:15:00,"479-61-8","T",0.75,"ug/l",NA,"ug/l",0.041,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-EKOY-10.4_2019-07-24","04-EKOY-10.4",2019-07-24,"Rizzo,Stoll","17.5","101.1","9.66","437.5","0.21","8.19",2.02,"0.5","0.13","0.17","X","Waded","Bottle","Agriculture","0.25","10","33","80","30","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-EKOY-10.4","04-EKOY-10.4-07242019-W","R1906885","Chlorophyll A",2019-07-24 10:00:00,"479-61-8","T",1.68,"ug/l",NA,"ug/l",0.077,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-WCOY_N-2.6_2019-07-24","04-WCOY_N-2.6",2019-07-24,"Rizzo,Stoll","14.4","87.9","8.97","474.7","0.23","7.9",0.86,"0.23","0.1","0.16","X","Waded","Bottle","Agriculture","0.25","3","28","70","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-WCOY_N-2.6","04-WCOY_N-2.6-07242019-W","R1906885","Chlorophyll A",2019-07-24 11:30:00,"479-61-8","T",5.31,"ug/l",NA,"ug/l",0.22,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-RAGA-9.3_2019-07-24","04-RAGA-9.3",2019-07-24,"Heitzman,Nichols","19.8","94.8","8.64","484.6","0.23","8.12",2.45,"0.75","0.02","0.05","X","Bridge","Bottle","Agriculture","1","15","54","30",NA,"N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-RAGA-9.3","04-RAGA-9.3-07242019-W","R1906884","Chlorophyll A",2019-07-24 11:30:00,"479-61-8","T",4.93,"ug/l",NA,"ug/l",0.22,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-WDIT-0.1_2019-07-24","04-WDIT-0.1",2019-07-24,"Heitzman,Nichols","20.2","76.7","6.94","562","0.27","7.75",1.47,"0.37","0.02","0.07","X","Waded","Bottle","Agriculture","0.5","5","30","80",NA,"X","N","Very_Soft","Clay","Chlorophyll pull 2020-02-25","04-WDIT-0.1","04-WDIT-0.1-07242019-W","R1906884","Chlorophyll A",2019-07-24 12:00:00,"479-61-8","T",2.7,"ug/l",NA,"ug/l",0.22,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-WCOY-16.5_2019-07-24","04-WCOY-16.5",2019-07-24,"Rizzo,Stoll","16.8","101.3","9.83","398.5","0.19","8.38",0.89,"0.24","0.01","0.03","X","Waded","Bottle","Agriculture","0.1","12","40","90","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-WCOY-16.5","04-WCOY-16.5-07242019-W","R1906885","Chlorophyll A",2019-07-24 12:30:00,"479-61-8","T",1.52,"ug/l",NA,"ug/l",0.04,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-TOML-0.8_2019-07-24","04-TOML-0.8",2019-07-24,"Heitzman,Nichols","20.3","105.7","9.55","701","0.34","8.11",0.65,"0.16","0","0.4","X","Waded","Bottle","Agriculture","0.1","2","42","70","100","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-TOML-0.8","04-TOML-0.8-07242019-W","R1906884","Chlorophyll A",2019-07-24 12:45:00,"479-61-8","T",3.08,"ug/l",NA,"ug/l",0.085,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-TBRU-0.1_2019-07-24","04-TBRU-0.1",2019-07-24,"Rizzo,Stoll","16.2","105.5","10.36","379.8","0.18","8.41",0.72,"0.2","0","0.04","X","Waded","Bottle","Residential","0.1","5","30","80","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-TBRU-0.1","04-TBRU-0.1-07242019-W","R1906885","Chlorophyll A",2019-07-24 13:20:00,"479-61-8","T",0.842,"ug/l",NA,"ug/l",0.041,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-PATG-0.3_2019-07-24","04-PATG-0.3",2019-07-24,"Heitzman,Nichols","19.8","91.2","8.31","414.2","0.2","7.94",0.49,"0.16","0.08","0.03","X","Waded","Bottle","Agriculture","0.1","1","62",NA,"80","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-PATG-0.3","04-PATG-0.3-07242019-W","R1906884","Chlorophyll A",2019-07-24 13:45:00,"479-61-8","T",1.03,"ug/l",NA,"ug/l",0.044,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-WCOY-12.8_2019-07-24","04-WCOY-12.8",2019-07-24,"Rizzo,Stoll","17.9","104","9.86","396.2","0.19","8.41",0.78,"0.21","0.03","0.09","X","Waded","Bottle","Residential","0.25","5","25","40","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-WCOY-12.8","04-WCOY-12.8-07242019-W","R1906885","Chlorophyll A",2019-07-24 15:00:00,"479-61-8","T",1.53,"ug/l",NA,"ug/l",0.079,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-CNEA-10.1_2019-07-24","04-CNEA-10.1",2019-07-24,"Rizzo,Stoll","21.3","92.4","8.18","141.2","0.07","7.71",1.1,"0.32","0.06","0.12","X","Waded","Bottle","Agriculture","0.1","2.5","50","0","50","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-CNEA-10.1","04-CNEA-10.1-07242019-W","R1906885","Chlorophyll A",2019-07-24 15:45:00,"479-61-8","T",1.33,"ug/l",NA,"ug/l",0.079,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-UGNS-132.0_2019-07-25","04-UGNS-132.0",2019-07-25,"Stoll,Rizzo","18.9","93.3","8.67","190.7","0.09","7.6",1.5,"0.39","0.02","0.09","X","Waded","Bottle","Residential","1","10","70","60","20","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-UGNS-132.0","04-UGNS-132-072519-W","R1907037","Chlorophyll A",2019-07-25 08:30:00,"479-61-8","T",2.15,"ug/l",NA,"ug/l",0.15,NA,"A",NA,2020-02-25,2019-07-25,"Screening - Genesee"
"04-CNEA-6.5_2019-07-24","04-CNEA-6.5",2019-07-24,"Rizzo,Stoll","22.3","127.6","10.89","232.6","0.11","8.47",1.33,"0.31","0.03","0.09","X","Waded","Bottle","Residential","0.25","4","40","20","30","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-CNEA-6.5","04-CNEA-6.5-07242019-W","R1906885","Chlorophyll A",2019-07-24 17:00:00,"479-61-8","T",1.15,"ug/l",NA,"ug/l",0.082,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-ANGL-12.9_2019-07-25","04-ANGL-12.9",2019-07-25,"Conine,Lemley","14.5","87.5","8.91","86.3","0.04","7.33",1.55,"0.39","0.41","0.4","X","Waded","Bottle","Agriculture","0.25","1.5","40","60","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-ANGL-12.9","04-ANGL-12.9-072519-W","R1907038","Chlorophyll A",2019-07-25 09:00:00,"479-61-8","T",0.355,"ug/l",NA,"ug/l",0.043,NA,"A",NA,2020-02-25,2019-07-25,"Screening - Genesee"
"04-ANGL-12.5_2019-07-25","04-ANGL-12.5",2019-07-25,"Conine,Lemley","14.2","91.5","9.38","131.8","0.06","7.51",1.41,"0.35","0.45","0.43","X","Waded","Bottle","Residential","0.1","2","40","60","20","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-ANGL-12.5","04-ANGL-12.5-072519-W","R1907038","Chlorophyll A",2019-07-25 08:15:00,"479-61-8","T",0.424,"ug/l",NA,"ug/l",0.042,NA,"A",NA,2020-02-25,2019-07-25,"Screening - Genesee"
"04-RAGA_T40-0.2_2019-07-24","04-RAGA_T40-0.2",2019-07-24,"Conine,Lemley","17.3","92.7","8.9","129.1","0.06","7.71",1.75,"0.42","0.36","0.34","X","Waded","Bottle","Forest","0.2","5","50","40","10","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-RAGA_T40-0.2","04-RAGA_T40-0.2-07242019-W","R1906883","Chlorophyll A",2019-07-24 16:45:00,"479-61-8","T",0.446,"ug/l",NA,"ug/l",0.041,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-BLCE-5.2_2019-07-24","04-BLCE-5.2",2019-07-24,"Lemley,Conine","23.1","102.2","8.75","113.6","0.05","7.6",2.71,"0.67","0.17","0.15","X","Waded","Bottle","Forest","0.8","15","25","20","10","N","N","Soft","Silt","Chlorophyll pull 2020-02-25","04-BLCE-5.2","04-BLCE-5.2-07242019-W","R1906883","Chlorophyll A",2019-07-24 16:00:00,"479-61-8","T",1.29,"ug/l",NA,"ug/l",0.04,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-RUSH-0.4_2019-07-24","04-RUSH-0.4",2019-07-24,"Conine,Lemley","23.5","105.3","8.94","233.6","0.11","8.47",1.4,"0.35","0.05","0.01","X","Waded","Bottle","Agriculture","0.4","12","70","20","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-RUSH-0.4","04-RUSH-0.4-07242019-W","R1906883","Chlorophyll A",2019-07-24 14:00:00,"479-61-8","T",1.43,"ug/l",NA,"ug/l",0.04,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
